N,Symbol,Series,Date,Prev Close,Open,High,Low,Last,Close,Average,Volume,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
63,SUNPHARMA,EQ,06-Apr-15,1081.15,1102.7,1181,1090,1177.9,1169.3,1135.85,4805720,5458574559,127332,1993966,41.49
64,SUNPHARMA,EQ,07-Apr-15,1169.3,1180,1200.8,1135.75,1150,1152.05,1160.38,3978093,4616113773,112155,1410580,35.46
65,SUNPHARMA,EQ,08-Apr-15,1152.05,1161.35,1173.3,1137.05,1149.3,1150.45,1150.05,2732857,3142909150,100084,1358721,49.72
66,SUNPHARMA,EQ,09-Apr-15,1150.45,1159.9,1162.3,1106,1110.15,1113.45,1119.69,3143647,3519910084,85610,1813240,57.68
67,SUNPHARMA,EQ,10-Apr-15,1113.45,1113,1128.6,1098.35,1118,1119.75,1112.85,2880186,3205219510,105175,1455331,50.53
68,SUNPHARMA,EQ,13-Apr-15,1119.75,1120.1,1157.9,1112.7,1154.7,1150.95,1137.6,2036205,2316395323,67875,955640,46.93
69,SUNPHARMA,EQ,15-Apr-15,1150.95,1161.4,1161.4,1112.35,1115,1117.3,1127.45,3103257,3498761113,102431,2008611,64.73
70,SUNPHARMA,EQ,16-Apr-15,1117.3,1122.2,1127.25,1082.5,1087.35,1087.95,1095.61,2725037,2985578182,109315,1615501,59.28
71,SUNPHARMA,EQ,17-Apr-15,1087.95,1090,1105.2,1028.75,1040,1037.75,1065.46,3749872,3995334711,89398,2080906,55.49
72,SUNPHARMA,EQ,20-Apr-15,1037.75,1048,1066.9,1037.8,1041.95,1043.8,1051.83,2941375,3093832659,79968,1280589,43.54
73,SUNPHARMA,EQ,21-Apr-15,1043.8,951,974.25,930,952.2,952.2,934.02,265709391,2.48E+11,576618,216377820,81.43
74,SUNPHARMA,EQ,22-Apr-15,952.2,963,978.9,948,969,967.8,965.55,10905987,10530320468,273207,5127665,47.02
75,SUNPHARMA,EQ,23-Apr-15,967.8,980,980.8,936,941.1,942,950.2,9450660,8980030053,229267,5169979,54.7
76,SUNPHARMA,EQ,24-Apr-15,942,946,956,938.25,943.3,947.4,948.01,10416821,9875230520,221011,7335343,70.42
77,SUNPHARMA,EQ,27-Apr-15,947.4,951.5,957.3,921.85,927.15,926.4,934.18,7641311,7138375095,220719,4285308,56.08
78,SUNPHARMA,EQ,28-Apr-15,926.4,922,934.2,912.25,921.9,924.85,925.69,5553353,5140663913,134382,3887103,70
79,SUNPHARMA,EQ,29-Apr-15,924.85,934.2,947,929,939.8,940.5,938.26,7229944,6783595412,189301,4871037,67.37
80,SUNPHARMA,EQ,30-Apr-15,940.5,926,943.9,921,943.9,938.85,938.25,16367861,15357097951,193666,12535793,76.59
81,SUNPHARMA,EQ,04-May-15,938.85,949,957.25,942.05,946.6,947.75,948.98,7780934,7383976913,163869,5565770,71.53
82,SUNPHARMA,EQ,05-May-15,947.75,954.9,960,950.05,958.5,958.45,956.28,4329997,4140691178,129004,2392748,55.26
83,SUNPHARMA,EQ,06-May-15,958.45,957.55,957.7,925,932.85,937.15,938.57,5151640,4835170614,98911,3622199,70.31
84,SUNPHARMA,EQ,07-May-15,937.15,933,936,920.05,929.85,927.9,928.3,3690081,3425497764,103727,2154941,58.4
85,SUNPHARMA,EQ,08-May-15,927.9,933.35,946.25,920.1,938,940.25,932.51,4998817,4661438544,149359,3075685,61.53
86,SUNPHARMA,EQ,11-May-15,940.25,950.5,968.45,948.8,961,964.4,961.52,5241168,5039491142,131959,3654144,69.72
87,SUNPHARMA,EQ,12-May-15,964.4,962.25,965.4,943,949.95,949.65,952.38,4197503,3997632949,145105,2475644,58.98
88,SUNPHARMA,EQ,13-May-15,949.65,952.9,962.95,942.65,953.3,954.05,953.89,2584318,2465155805,58568,1416151,54.8
89,SUNPHARMA,EQ,14-May-15,954.05,952.8,953.2,939,942.6,944.4,944.89,2701006,2552143996,80449,1561306,57.8
90,SUNPHARMA,EQ,15-May-15,944.4,927.4,952,926.25,947,946.35,942.99,2563043,2416926772,76456,1295476,50.54
91,SUNPHARMA,EQ,18-May-15,946.35,947.4,960,943.3,958.7,956.95,951.13,2137699,2033235762,61363,1555534,72.77
92,SUNPHARMA,EQ,19-May-15,956.95,956.95,978.45,947.85,956.1,957.05,955.63,2047194,1956351465,76556,1161269,56.72
93,SUNPHARMA,EQ,20-May-15,957.05,961.4,969.35,956,961.8,965.35,962.63,2163245,2082395831,77918,1222340,56.5
94,SUNPHARMA,EQ,21-May-15,965.35,966.1,986.7,962.1,979,981.25,974.45,4649220,4530440614,122484,3157212,67.91
95,SUNPHARMA,EQ,22-May-15,981.25,978,1008.9,976.75,1000,1003.75,994.68,4813876,4788267626,146261,2917677,60.61
96,SUNPHARMA,EQ,25-May-15,1003.75,1003,1010,993.5,1000.5,1002.15,1001.34,2000807,2003484517,55344,1071822,53.57
97,SUNPHARMA,EQ,26-May-15,1002.15,999.95,1000,982,996,994.85,990.65,2570872,2546833149,103376,1613635,62.77
98,SUNPHARMA,EQ,27-May-15,994.85,996.1,1004,971.1,972.7,975.55,986.68,2738544,2702074005,90108,1775247,64.82
99,SUNPHARMA,EQ,28-May-15,975.55,973.1,978.75,946.55,957,954.8,957.52,7781595,7451008380,168404,5707061,73.34
100,SUNPHARMA,EQ,29-May-15,954.8,964.45,979,960,969.3,966.1,969.75,7065774,6852043276,151412,4884066,69.12
101,SUNPHARMA,EQ,01-Jun-15,966.1,915.55,917.8,869.1,878.05,877.65,884.75,14265602,12621492191,328707,7317877,51.3
102,SUNPHARMA,EQ,02-Jun-15,877.65,887.2,888.4,856.85,857.35,860.75,871.79,7192196,6270063642,262952,4501315,62.59
103,SUNPHARMA,EQ,03-Jun-15,860.75,861.6,863,840.5,841.05,842.4,844.85,6496553,5488630212,171018,4296956,66.14
104,SUNPHARMA,EQ,04-Jun-15,842.4,835,842.5,818.6,829.95,831.55,830.15,6628714,5502835910,148621,4140446,62.46
105,SUNPHARMA,EQ,05-Jun-15,831.55,831.55,860.6,830,847.1,847.9,852.54,4696506,4003955132,117606,2263541,48.2
106,SUNPHARMA,EQ,08-Jun-15,847.9,850,854,825.55,828.45,829.55,836,2678221,2238979939,77551,1540596,57.52
107,SUNPHARMA,EQ,09-Jun-15,829.55,824,826.45,808.5,810.15,810.65,815.69,3709907,3026128406,103314,1938484,52.25
108,SUNPHARMA,EQ,10-Jun-15,810.65,811.2,830.9,811.2,821.3,823.1,825,4205596,3469610451,111415,2676985,63.65
109,SUNPHARMA,EQ,11-Jun-15,823.1,828,840,816,822,819.55,828.06,4107146,3400973329,128918,2247601,54.72
110,SUNPHARMA,EQ,12-Jun-15,819.55,824.75,824.75,807.25,814.9,813.55,813.76,2398615,1951886844,81375,1381617,57.6
111,SUNPHARMA,EQ,15-Jun-15,813.55,816.4,847.9,810.15,837.1,837.7,835.93,3946889,3299317340,92241,2228840,56.47
112,SUNPHARMA,EQ,16-Jun-15,837.7,841.8,843,832.5,840.8,840.1,838.23,2221962,1862515977,57889,1373631,61.82
113,SUNPHARMA,EQ,17-Jun-15,840.1,846.7,848.95,836.55,842,843.9,844.1,3705966,3128218312,90537,2218553,59.86
114,SUNPHARMA,EQ,18-Jun-15,843.9,847,862,845,862,856.05,853.84,3919775,3346842260,127816,2469375,63
115,SUNPHARMA,EQ,19-Jun-15,856.05,861,862.8,843.25,846.3,845.95,851.09,2333016,1985616590,77460,1525099,65.37
116,SUNPHARMA,EQ,22-Jun-15,845.95,850.9,862,850.15,854.85,856.9,857.03,2429207,2081914761,90154,1672595,68.85
117,SUNPHARMA,EQ,23-Jun-15,856.9,859.95,866.7,856,857.1,857.7,861.21,1899146,1635554422,49938,1073793,56.54
118,SUNPHARMA,EQ,24-Jun-15,857.7,859,880.75,859,871,871.1,872.68,5168452,4510416907,158071,3286967,63.6
119,SUNPHARMA,EQ,25-Jun-15,871.1,870.75,878.4,860.85,868.9,866.1,868.03,6719110,5832404460,121246,4915583,73.16
120,SUNPHARMA,EQ,26-Jun-15,866.1,869.7,873.4,861,865,867.2,868.8,2614534,2271501978,98446,1856617,71.01
121,SUNPHARMA,EQ,29-Jun-15,867.2,852,854,836.3,850.05,849.55,845.48,1794757,1517429905,55889,931384,51.89
122,SUNPHARMA,EQ,30-Jun-15,849.55,854.65,877.3,850.6,875.4,874.6,869.23,4010634,3486178464,130854,2665735,66.47
123,SUNPHARMA,EQ,01-Jul-15,874.6,881.45,886.4,869.6,874.5,873.1,878.54,2251368,1977906576,116902,1249500,55.5
124,SUNPHARMA,EQ,02-Jul-15,873.1,882.8,884.85,867.5,870,871.1,877.48,1914607,1680035672,99884,1062740,55.51
125,SUNPHARMA,EQ,03-Jul-15,871.1,874.4,881.7,868.75,871.8,871,874.8,1407939,1231661227,51806,682041,48.44
126,SUNPHARMA,EQ,06-Jul-15,871,862.05,880.3,861.5,878.95,878.9,872.21,1381867,1205276150,54461,696633,50.41
127,SUNPHARMA,EQ,07-Jul-15,878.9,879.5,891.8,875,886.7,885.35,883.56,2556817,2259098987,127841,1601649,62.64
128,SUNPHARMA,EQ,08-Jul-15,885.35,883.3,888.5,866.9,871.5,871.3,877.1,2485149,2179716593,114821,1425760,57.37
129,SUNPHARMA,EQ,09-Jul-15,871.3,871,885.35,864.2,874,872.4,874.01,2059496,1800011846,86845,1352786,65.69
130,SUNPHARMA,EQ,10-Jul-15,872.4,881,907.8,878.9,906,901.55,890.19,3549894,3160079760,126428,2258175,63.61
131,SUNPHARMA,EQ,13-Jul-15,901.55,909.9,925.5,908,914,915.5,918.55,3265149,2999199344,103881,1626275,49.81
132,SUNPHARMA,EQ,14-Jul-15,915.5,915.4,921.5,905.55,919,919.4,914.69,1706366,1560797631,59904,870656,51.02
133,SUNPHARMA,EQ,15-Jul-15,919.4,921.5,933,914.5,931.65,929.75,925.16,2417317,2236402270,112720,1435884,59.4
134,SUNPHARMA,EQ,16-Jul-15,929.75,934.3,943.5,932,941.55,941.35,937.94,1756860,1647832442,76207,1016073,57.83
135,SUNPHARMA,EQ,17-Jul-15,941.35,948,957,942.6,948.85,947.65,948.36,2256640,2140113558,79372,1502882,66.6
136,SUNPHARMA,EQ,20-Jul-15,947.65,952.85,953.7,945,947.5,948,948.73,1378923,1308219431,61077,923639,66.98
137,SUNPHARMA,EQ,21-Jul-15,948,853.2,853.2,795.25,805,805.25,819.44,32687596,26785435730,567698,20377150,62.34
138,SUNPHARMA,EQ,22-Jul-15,805.25,811,836.95,808.1,832.25,834.55,825.73,10872729,8977929726,223115,7200937,66.23
139,SUNPHARMA,EQ,23-Jul-15,834.55,839,839.1,821.5,828.5,828.85,829.79,3645770,3025215117,135424,2469478,67.74
140,SUNPHARMA,EQ,24-Jul-15,828.85,829,839.8,825.3,837,836.2,834.4,3052640,2547130594,71185,2113556,69.24
141,SUNPHARMA,EQ,27-Jul-15,836.2,833.7,839.8,819.1,826.65,823.7,826.78,3606126,2981457598,88045,2592567,71.89
142,SUNPHARMA,EQ,28-Jul-15,823.7,825,834.5,810.05,820,820.15,821.42,2689656,2209331441,79903,1799734,66.91
143,SUNPHARMA,EQ,29-Jul-15,820.15,823,834.05,819.65,830.85,829.75,827.62,2301293,1904594866,52421,1543064,67.05
144,SUNPHARMA,EQ,30-Jul-15,829.75,835,835.5,810.2,814.5,814.25,815.44,4324642,3526474576,114014,3007399,69.54
145,SUNPHARMA,EQ,31-Jul-15,814.25,819,825.3,812,822,822.4,819.39,3307416,2710058387,87103,2336164,70.63
146,SUNPHARMA,EQ,03-Aug-15,822.4,822,832,820,830.55,830.95,828.82,2029186,1681833611,48237,1461134,72.01
147,SUNPHARMA,EQ,04-Aug-15,830.95,834.8,834.8,820,830,830.1,826.7,3069438,2537515148,74121,2264304,73.77
148,SUNPHARMA,EQ,05-Aug-15,830.1,833,844.4,827.1,843.35,841.9,836.95,2246991,1880609118,73827,1504009,66.93
149,SUNPHARMA,EQ,06-Aug-15,841.9,845,857.4,842.1,845.05,845.4,846.87,3573927,3026668494,108700,2364468,66.16
150,SUNPHARMA,EQ,07-Aug-15,845.4,855,857.25,850,852,851.95,852.74,2261385,1928374610,61490,1592938,70.44
151,SUNPHARMA,EQ,10-Aug-15,851.95,854.8,856.55,831,835.5,840.7,843.82,2206976,1862281426,44265,1509018,68.37
152,SUNPHARMA,EQ,11-Aug-15,840.7,843,846.6,831.3,842.5,841.75,838.83,2135240,1791103519,102354,944542,44.24
153,SUNPHARMA,EQ,12-Aug-15,841.75,847.95,884.9,847,867.1,866.15,869.61,5281162,4592564131,132370,2545321,48.2
154,SUNPHARMA,EQ,13-Aug-15,866.15,868.9,888,840,888,879.05,874.25,2580690,2256172445,80840,1484704,57.53
155,SUNPHARMA,EQ,14-Aug-15,879.05,888,914.7,887.6,899.85,897.7,901.57,4606523,4153093518,175269,2786789,60.5
156,SUNPHARMA,EQ,17-Aug-15,897.7,909,918,889.6,902.6,906.2,908.43,2930882,2662492745,103572,1743935,59.5
157,SUNPHARMA,EQ,18-Aug-15,906.2,907.15,915,885.75,892.85,889.75,900.65,1790875,1612959834,71011,1044403,58.32
158,SUNPHARMA,EQ,19-Aug-15,889.75,897,930,896.25,928,927.75,921.93,5294282,4880950096,221899,3151159,59.52
159,SUNPHARMA,EQ,20-Aug-15,927.75,946,966,931.7,939,936.65,952.44,7479776,7124014190,204995,4283989,57.27
160,SUNPHARMA,EQ,21-Aug-15,936.65,933,942.35,907.55,934.7,937.9,932.1,4481821,4177487072,131184,2469350,55.1
161,SUNPHARMA,EQ,24-Aug-15,937.9,909,940,875.2,891.15,891.1,907.81,6095598,5533649939,152770,3569699,58.56
162,SUNPHARMA,EQ,25-Aug-15,891.1,915.85,921.65,850,893,890.6,885.21,5366573,4750568691,141690,2609513,48.63
163,SUNPHARMA,EQ,26-Aug-15,890.6,892.9,900.35,868.6,872.9,872.9,885.92,3455259,3061085495,98393,2039165,59.02
164,SUNPHARMA,EQ,27-Aug-15,872.9,896,905.85,880,901,902,895.44,5115937,4581016318,139000,3593103,70.23
165,SUNPHARMA,EQ,28-Aug-15,902,911,916.5,865,888,886.45,894.71,4988409,4463162564,96237,2862448,57.38
166,SUNPHARMA,EQ,31-Aug-15,886.45,882.4,911.4,870,886.2,898.95,900.07,13512125,12161819287,201690,10392993,76.92
167,SUNPHARMA,EQ,01-Sep-15,898.95,883.7,916,882,903,901.95,904.4,4315484,3902911718,122237,2321465,53.79
168,SUNPHARMA,EQ,02-Sep-15,901.95,914,917,886.7,893.5,890.15,899.02,4877084,4384620331,135859,2906383,59.59
169,SUNPHARMA,EQ,03-Sep-15,890.15,898,901.9,881.1,886.05,884.95,890.64,2306749,2054485411,87587,1254616,54.39
170,SUNPHARMA,EQ,04-Sep-15,884.95,890,890,852.65,857.6,857.7,867.38,3075607,2667708402,114465,1708373,55.55
171,SUNPHARMA,EQ,07-Sep-15,857.7,860.15,866,832,835,836.5,849.06,2479603,2105336687,143858,1561743,62.98
172,SUNPHARMA,EQ,08-Sep-15,836.5,842,850,815,849.45,844.6,833.89,3192919,2662533270,129392,1700587,53.26
173,SUNPHARMA,EQ,09-Sep-15,844.6,856.65,860,835.2,840,839.05,846.93,2164371,1833059967,77061,1096451,50.66
174,SUNPHARMA,EQ,10-Sep-15,839.05,835,844.05,824.9,844,839.7,837.7,2478514,2076250330,104427,1438009,58.02
175,SUNPHARMA,EQ,11-Sep-15,839.7,844,851.95,840.35,844.6,846.05,845.77,2710761,2292690449,105247,1950606,71.96
176,SUNPHARMA,EQ,14-Sep-15,846.05,854.2,858.95,845.35,856.9,857.05,854.6,2590701,2214004736,88651,1653404,63.82
177,SUNPHARMA,EQ,15-Sep-15,857.05,858.6,871.5,855,866.7,866.6,866.02,3818309,3306744017,131596,2560738,67.06
178,SUNPHARMA,EQ,16-Sep-15,866.6,879.2,891.8,875.65,886.8,887.2,885.65,5674983,5026068735,191325,4000254,70.49
179,SUNPHARMA,EQ,18-Sep-15,887.2,897,920.8,888.45,915,905.2,899.18,5214357,4688670388,134307,4042258,77.52
180,SUNPHARMA,EQ,21-Sep-15,905.2,908.3,912.95,895.1,900,899.95,900.44,3137037,2824704365,60822,2281945,72.74
181,SUNPHARMA,EQ,22-Sep-15,899.95,909,909,891.55,898.85,900.6,900.67,3447182,3104784367,99499,2241331,65.02
182,SUNPHARMA,EQ,23-Sep-15,900.6,895,905.2,888.3,898.5,896.75,898.26,1895163,1702346388,57516,1212977,64
183,SUNPHARMA,EQ,24-Sep-15,896.75,900.9,900.9,888.25,890,891.9,892.78,4615659,4120756385,109673,3513148,76.11
184,SUNPHARMA,EQ,28-Sep-15,891.9,895,895,857.2,863.5,861,865.53,3862676,3343257787,113434,2309729,59.8
185,SUNPHARMA,EQ,29-Sep-15,861,861,861,840.25,848,848.25,849.46,2137288,1815544433,92801,1071981,50.16
186,SUNPHARMA,EQ,30-Sep-15,848.25,860,872,858.2,871,868.4,865.23,2861245,2475636201,98336,1880037,65.71
187,SUNPHARMA,EQ,01-Oct-15,868.4,875,895,873.25,888.2,891,889.61,2278061,2026587511,89423,1285017,56.41
188,SUNPHARMA,EQ,05-Oct-15,891,899,902.2,880.2,897,897.95,892.02,3142118,2802838662,86651,2202292,70.09
189,SUNPHARMA,EQ,06-Oct-15,897.95,905.95,915.9,902.25,910,909.95,911.41,2368600,2158761958,81246,1284122,54.21
190,SUNPHARMA,EQ,07-Oct-15,909.95,915,928.7,903,926.25,926.2,914.18,2899026,2650220081,114374,1678813,57.91
191,SUNPHARMA,EQ,08-Oct-15,926.2,930,933.95,910.6,914.05,915.65,921,2018360,1858914779,82173,1116834,55.33
192,SUNPHARMA,EQ,09-Oct-15,915.65,922.5,922.8,901.2,905,906.2,909.31,1963120,1785081157,68168,1287695,65.59
193,SUNPHARMA,EQ,12-Oct-15,906.2,910,914.95,883.2,890.95,892,900.15,2057784,1852312704,48893,1202850,58.45
194,SUNPHARMA,EQ,13-Oct-15,892,894,896.75,874,880.75,881.6,882.31,1526300,1346677151,74290,904850,59.28
195,SUNPHARMA,EQ,14-Oct-15,881.6,884.1,894,881.6,884.8,883.7,886.88,1468468,1302353879,38354,815091,55.51
196,SUNPHARMA,EQ,15-Oct-15,883.7,889.95,892.5,880.05,887.05,888,886.52,2180779,1933294240,73940,1529911,70.15
197,SUNPHARMA,EQ,16-Oct-15,888,888,892,881,890.5,889.45,886.17,1209569,1071886731,64314,766716,63.39
198,SUNPHARMA,EQ,19-Oct-15,889.45,895,911,886.55,904,905.95,904.97,2000070,1809997207,56047,1104237,55.21
199,SUNPHARMA,EQ,20-Oct-15,905.95,911,913.1,899.7,900.05,902.55,905.52,1880891,1703193382,66272,1225210,65.14
200,SUNPHARMA,EQ,21-Oct-15,902.55,901.9,902.25,886.5,889,889,891.72,1272841,1135020408,51651,786353,61.78
201,SUNPHARMA,EQ,23-Oct-15,889,901.95,903.85,883.05,886.5,884.6,891.57,1916780,1708936669,52768,1146081,59.79
